relative_path,file_type,size_bytes,sha256,git_commit,suspected_experiment,notes
finetune_new/training_metrics_finetuned_VicReg_TinyImageNet_mu_20.csv,csv,12383,3cf3305d67244343e62f05287545642f58f8047e6a11d5fee852b5d929409749,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_TINYIMAGENET_MU20,Pinned legacy artifact; unmodified.
finetune_new/training_metrics_finetuned_VicReg_TinyImageNet_mu_23.csv,csv,12416,4b34997648fcb01036abdc155ec5a31fddc96dad912b3dde384e625204cd44df,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_TINYIMAGENET_MU23,Pinned legacy artifact; unmodified.
finetune_new/training_metrics_finetuned_VicReg_TinyImageNet_mu_25.csv,csv,12388,196d77a48c2fdfe652e5277ba009e69264afc58a8da3fe9690eae874ded3ce8e,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_TINYIMAGENET_MU25,Pinned legacy artifact; unmodified.
finetune_new/training_metrics_finetuned_VicReg_TinyImageNet_mu_27.csv,csv,12392,67b631ab233b0d4f25486707a9c87e15e311f4bd9bd7f1250b23cd10333cd89d,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_TINYIMAGENET_MU27,Pinned legacy artifact; unmodified.
finetune_new/training_metrics_finetuned_VicReg_TinyImageNet_mu_30.csv,csv,12432,77be1752d440c34029dba4ea856680ada9feb70c35e70ec32623b4450fd53336,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_TINYIMAGENET_MU30,Pinned legacy artifact; unmodified.
finetune_new/training_metrics_finetuned_VicReg_TinyImageNet_mu_33.csv,csv,12356,d2e07933bd20fe4fcd243dc4d5b4d58bceb53785cb3c02107bdea28e856d865e,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_TINYIMAGENET_MU33,Pinned legacy artifact; unmodified.
finetune_tinyImage_mu=20.ipynb,ipynb,58494,735408caf71772a7b5a5d3bbf13009905f963620180bc18253a19861b26ff932,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_TINYIMAGENET_MU20,Pinned legacy artifact; unmodified.
finetune_tinyImage_mu=23.ipynb,ipynb,58289,780f3f81c67035ec83fa1c6be0e04fa1befc07046034681deea671846b0d8ea1,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_TINYIMAGENET_MU23,Pinned legacy artifact; unmodified.
finetune_tinyImage_mu=25.ipynb,ipynb,58501,d7b81c24b4b69727ab15b4eba5c258ec9059f241d8b49ec51d53102562bb2fbf,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_TINYIMAGENET_MU25,Pinned legacy artifact; unmodified.
finetune_tinyImage_mu=27.ipynb,ipynb,58490,15c6d223a03020859541f918110682608a5a34d14e72d14f71085dfdc91e8d9d,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_TINYIMAGENET_MU27,Pinned legacy artifact; unmodified.
finetune_tinyImage_mu=30.ipynb,ipynb,58510,73ed87c3f25803bc044b1c019476aea3c128f2a55a08ae1faf098e4f15c0b345,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_TINYIMAGENET_MU30,Pinned legacy artifact; unmodified.
finetune_tinyImage_mu=33.ipynb,ipynb,58495,ae30e8a31663fba6bfe82cecfc3c7b241f773b806a767b5342599aab262f3e29,312c0a44605de87d31b6c52627cd91b07a4d1f75,FINETUNE_TINYIMAGENET_MU33,Pinned legacy artifact; unmodified.
pp_SoiNet_orginal_vicREG-mu=2.ipynb,ipynb,50424,df841bb3f5d397a6a0f8f6c7b3a76c054c244fcc2c9d2125569c3e22bcfcacb6,312c0a44605de87d31b6c52627cd91b07a4d1f75,SSL_ORIGINAL_MU2,Pinned legacy artifact; unmodified.
